legacy_row_id,legacy_kind,disposition,fact_ids,notes
charlink-000028,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-age-of-ultron-2015-entity-x-927d19aa0b,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000029,CHAR_LINKS,migrated_appearance_seed,appearance-captain-america-civil-war-2016-entity-x-927d19aa0b,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000030,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-infinity-war-2018-entity-x-927d19aa0b,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000031,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-endgame-2019-entity-x-927d19aa0b,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000032,CHAR_LINKS,migrated_appearance_seed,appearance-black-widow-2021-entity-x-927d19aa0b,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000033,CHAR_LINKS,migrated_appearance_seed,appearance-the-avengers-2012-entity-x-605a05a114,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000034,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-age-of-ultron-2015-entity-x-605a05a114,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000035,CHAR_LINKS,migrated_appearance_seed,appearance-captain-america-civil-war-2016-entity-x-605a05a114,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000036,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-endgame-2019-entity-x-605a05a114,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000037,CHAR_LINKS,migrated_appearance_seed,appearance-hawkeye-2021-entity-x-605a05a114,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000038,CHAR_LINKS,migrated_appearance_seed,appearance-the-incredible-hulk-2008-entity-x-50a34df778,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000039,CHAR_LINKS,migrated_appearance_seed,appearance-the-avengers-2012-entity-x-50a34df778,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000040,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-age-of-ultron-2015-entity-x-50a34df778,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000041,CHAR_LINKS,migrated_appearance_seed,appearance-thor-ragnarok-2017-entity-x-50a34df778,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000042,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-infinity-war-2018-entity-x-50a34df778,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000043,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-endgame-2019-entity-x-50a34df778,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000044,CHAR_LINKS,migrated_appearance_seed,appearance-she-hulk-attorney-at-law-2022-entity-x-50a34df778,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000045,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-age-of-ultron-2015-entity-x-42251c0735,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000046,CHAR_LINKS,migrated_appearance_seed,appearance-captain-america-civil-war-2016-entity-x-42251c0735,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000047,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-infinity-war-2018-entity-x-42251c0735,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000048,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-endgame-2019-entity-x-42251c0735,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000049,CHAR_LINKS,migrated_appearance_seed,appearance-wandavision-2021-entity-x-42251c0735,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000050,CHAR_LINKS,migrated_appearance_seed,appearance-doctor-strange-in-the-multiverse-of-madness-2022-entity-x-42251c0735,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000051,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-age-of-ultron-2015-entity-x-5d8d873f91,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000052,CHAR_LINKS,migrated_appearance_seed,appearance-captain-america-civil-war-2016-entity-x-5d8d873f91,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000053,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-infinity-war-2018-entity-x-5d8d873f91,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000054,CHAR_LINKS,migrated_appearance_seed,appearance-wandavision-2021-entity-x-5d8d873f91,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000055,CHAR_LINKS,migrated_appearance_seed,appearance-visionquest-2026-10-14-entity-x-5d8d873f91,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000056,CHAR_LINKS,migrated_appearance_seed,appearance-captain-america-the-winter-soldier-2014-entity-x-fd344cdc17,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000057,CHAR_LINKS,migrated_appearance_seed,appearance-captain-america-civil-war-2016-entity-x-fd344cdc17,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000058,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-infinity-war-2018-entity-x-fd344cdc17,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000059,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-endgame-2019-entity-x-fd344cdc17,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000060,CHAR_LINKS,migrated_appearance_seed,appearance-the-falcon-and-the-winter-soldier-2021-entity-x-fd344cdc17,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000061,CHAR_LINKS,migrated_appearance_seed,appearance-captain-america-brave-new-world-2025-entity-x-fd344cdc17,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000062,CHAR_LINKS,migrated_appearance_seed,appearance-captain-america-the-first-avenger-2011-entity-x-bd73e23ab5,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000063,CHAR_LINKS,migrated_appearance_seed,appearance-captain-america-the-winter-soldier-2014-entity-x-bd73e23ab5,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000064,CHAR_LINKS,migrated_appearance_seed,appearance-captain-america-civil-war-2016-entity-x-bd73e23ab5,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000065,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-infinity-war-2018-entity-x-bd73e23ab5,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000066,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-endgame-2019-entity-x-bd73e23ab5,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000067,CHAR_LINKS,migrated_appearance_seed,appearance-the-falcon-and-the-winter-soldier-2021-entity-x-bd73e23ab5,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000068,CHAR_LINKS,migrated_appearance_seed,appearance-thunderbolts-new-avengers-2025-entity-x-bd73e23ab5,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000069,CHAR_LINKS,migrated_appearance_seed,appearance-black-widow-2021-entity-x-3cfb930336,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000070,CHAR_LINKS,migrated_appearance_seed,appearance-hawkeye-2021-entity-x-3cfb930336,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000071,CHAR_LINKS,migrated_appearance_seed,appearance-thunderbolts-new-avengers-2025-entity-x-3cfb930336,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000072,CHAR_LINKS,migrated_appearance_seed,appearance-thor-2011-entity-x-55e230260e,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000073,CHAR_LINKS,migrated_appearance_seed,appearance-the-avengers-2012-entity-x-55e230260e,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000074,CHAR_LINKS,migrated_appearance_seed,appearance-thor-the-dark-world-2013-entity-x-55e230260e,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000075,CHAR_LINKS,migrated_appearance_seed,appearance-thor-ragnarok-2017-entity-x-55e230260e,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000076,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-infinity-war-2018-entity-x-55e230260e,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000077,CHAR_LINKS,migrated_appearance_seed,appearance-loki-s1-2021-entity-x-55e230260e,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000078,CHAR_LINKS,migrated_appearance_seed,appearance-loki-s2-2023-entity-x-55e230260e,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000079,CHAR_LINKS,migrated_appearance_seed,appearance-doctor-strange-2016-entity-x-c8ead423cc,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000080,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-infinity-war-2018-entity-x-c8ead423cc,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000081,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-endgame-2019-entity-x-c8ead423cc,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000082,CHAR_LINKS,migrated_appearance_seed,appearance-spider-man-no-way-home-2021-entity-x-c8ead423cc,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000083,CHAR_LINKS,migrated_appearance_seed,appearance-doctor-strange-in-the-multiverse-of-madness-2022-entity-x-c8ead423cc,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000084,CHAR_LINKS,migrated_appearance_seed,appearance-captain-america-civil-war-2016-entity-mcu,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000085,CHAR_LINKS,migrated_appearance_seed,appearance-spider-man-homecoming-2017-entity-mcu,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000086,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-infinity-war-2018-entity-mcu,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000087,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-endgame-2019-entity-mcu,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000088,CHAR_LINKS,migrated_appearance_seed,appearance-spider-man-far-from-home-2019-entity-mcu,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000089,CHAR_LINKS,migrated_appearance_seed,appearance-spider-man-no-way-home-2021-entity-mcu,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000090,CHAR_LINKS,migrated_appearance_seed,appearance-spider-man-brand-new-day-2026-07-31-entity-mcu,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000091,CHAR_LINKS,migrated_appearance_seed,appearance-spider-man-2002-entity-x-f162d4b4b2,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000092,CHAR_LINKS,migrated_appearance_seed,appearance-spider-man-2-2004-entity-x-f162d4b4b2,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000093,CHAR_LINKS,migrated_appearance_seed,appearance-spider-man-3-2007-entity-x-f162d4b4b2,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000094,CHAR_LINKS,migrated_appearance_seed,appearance-spider-man-no-way-home-2021-entity-x-f162d4b4b2,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000095,CHAR_LINKS,migrated_appearance_seed,appearance-the-amazing-spider-man-2012-entity-x-f8b1d323de,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000096,CHAR_LINKS,migrated_appearance_seed,appearance-the-amazing-spider-man-2-2014-entity-x-f8b1d323de,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000097,CHAR_LINKS,migrated_appearance_seed,appearance-spider-man-no-way-home-2021-entity-x-f8b1d323de,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000098,CHAR_LINKS,migrated_appearance_seed,appearance-daredevil-s1-2015-entity-x-97f9d29354,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000099,CHAR_LINKS,migrated_appearance_seed,appearance-daredevil-s2-2016-entity-x-97f9d29354,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000100,CHAR_LINKS,migrated_appearance_seed,appearance-the-defenders-2017-entity-x-97f9d29354,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000101,CHAR_LINKS,migrated_appearance_seed,appearance-daredevil-s3-2018-entity-x-97f9d29354,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000102,CHAR_LINKS,migrated_appearance_seed,appearance-spider-man-no-way-home-2021-entity-x-97f9d29354,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000103,CHAR_LINKS,migrated_appearance_seed,appearance-she-hulk-attorney-at-law-2022-entity-x-97f9d29354,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000104,CHAR_LINKS,migrated_appearance_seed,appearance-echo-2024-entity-x-97f9d29354,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000105,CHAR_LINKS,migrated_appearance_seed,appearance-daredevil-born-again-s1-2025-entity-x-97f9d29354,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000106,CHAR_LINKS,migrated_appearance_seed,appearance-daredevil-born-again-s2-2026-entity-x-97f9d29354,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000107,CHAR_LINKS,migrated_appearance_seed,appearance-daredevil-s1-2015-entity-x-b42511d738,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000108,CHAR_LINKS,migrated_appearance_seed,appearance-daredevil-s2-2016-entity-x-b42511d738,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000109,CHAR_LINKS,migrated_appearance_seed,appearance-daredevil-s3-2018-entity-x-b42511d738,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000110,CHAR_LINKS,migrated_appearance_seed,appearance-hawkeye-2021-entity-x-b42511d738,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000111,CHAR_LINKS,migrated_appearance_seed,appearance-echo-2024-entity-x-b42511d738,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000112,CHAR_LINKS,migrated_appearance_seed,appearance-daredevil-born-again-s1-2025-entity-x-b42511d738,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000113,CHAR_LINKS,migrated_appearance_seed,appearance-daredevil-born-again-s2-2026-entity-x-b42511d738,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000114,CHAR_LINKS,migrated_appearance_seed,appearance-daredevil-s2-2016-entity-x-cacda9afb6,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000115,CHAR_LINKS,migrated_appearance_seed,appearance-the-punisher-s1-2017-entity-x-cacda9afb6,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000116,CHAR_LINKS,migrated_appearance_seed,appearance-the-punisher-s2-2019-entity-x-cacda9afb6,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000117,CHAR_LINKS,migrated_appearance_seed,appearance-daredevil-born-again-s1-2025-entity-x-cacda9afb6,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000118,CHAR_LINKS,migrated_appearance_seed,appearance-the-punisher-one-last-kill-2026-05-12-entity-x-cacda9afb6,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000119,CHAR_LINKS,migrated_appearance_seed,appearance-deadpool-2016-entity-x-06b270750e,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000120,CHAR_LINKS,migrated_appearance_seed,appearance-deadpool-2-2018-entity-x-06b270750e,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000121,CHAR_LINKS,migrated_appearance_seed,appearance-deadpool-wolverine-2024-entity-x-06b270750e,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000122,CHAR_LINKS,migrated_appearance_seed,appearance-x-men-2000-entity-x-680db112c0,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000123,CHAR_LINKS,migrated_appearance_seed,appearance-x2-x-men-united-2003-entity-x-680db112c0,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000124,CHAR_LINKS,migrated_appearance_seed,appearance-x-men-the-last-stand-2006-entity-x-680db112c0,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000125,CHAR_LINKS,migrated_appearance_seed,appearance-x-men-origins-wolverine-2009-entity-x-680db112c0,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000126,CHAR_LINKS,migrated_appearance_seed,appearance-the-wolverine-2013-entity-x-680db112c0,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000127,CHAR_LINKS,migrated_appearance_seed,appearance-x-men-days-of-future-past-2014-entity-x-680db112c0,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000128,CHAR_LINKS,migrated_appearance_seed,appearance-logan-2017-entity-x-680db112c0,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000129,CHAR_LINKS,migrated_appearance_seed,appearance-deadpool-wolverine-2024-entity-x-680db112c0,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000130,CHAR_LINKS,migrated_appearance_seed,appearance-captain-marvel-2019-entity-x-a6764da9a6,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000131,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-endgame-2019-entity-x-a6764da9a6,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000132,CHAR_LINKS,migrated_appearance_seed,appearance-the-marvels-2023-entity-x-a6764da9a6,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000133,CHAR_LINKS,migrated_appearance_seed,appearance-ms-marvel-2022-entity-x-b51df877f5,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000134,CHAR_LINKS,migrated_appearance_seed,appearance-the-marvels-2023-entity-x-b51df877f5,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000135,CHAR_LINKS,migrated_appearance_seed,appearance-captain-marvel-2019-entity-x-06c4fa169e,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000136,CHAR_LINKS,migrated_appearance_seed,appearance-wandavision-2021-entity-x-06c4fa169e,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000137,CHAR_LINKS,migrated_appearance_seed,appearance-the-marvels-2023-entity-x-06c4fa169e,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000138,CHAR_LINKS,migrated_appearance_seed,appearance-black-panther-2018-entity-x-6f5fa7e694,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000139,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-infinity-war-2018-entity-x-6f5fa7e694,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000140,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-endgame-2019-entity-x-6f5fa7e694,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000141,CHAR_LINKS,migrated_appearance_seed,appearance-black-panther-wakanda-forever-2022-entity-x-6f5fa7e694,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000142,CHAR_LINKS,migrated_appearance_seed,appearance-black-panther-wakanda-forever-2022-entity-x-f8ae7d551d,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000143,CHAR_LINKS,migrated_appearance_seed,appearance-ironheart-2025-entity-x-f8ae7d551d,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000144,CHAR_LINKS,migrated_appearance_seed,appearance-hawkeye-2021-entity-x-513bb16625,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000145,CHAR_LINKS,migrated_appearance_seed,appearance-the-marvels-2023-entity-x-513bb16625,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000146,CHAR_LINKS,migrated_appearance_seed,appearance-wandavision-2021-entity-x-de5650abae,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000147,CHAR_LINKS,migrated_appearance_seed,appearance-agatha-all-along-2024-entity-x-de5650abae,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000148,CHAR_LINKS,migrated_appearance_seed,appearance-the-fantastic-four-first-steps-2025-entity-x-769f0c6132,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000149,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-doomsday-2026-12-18-entity-x-769f0c6132,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000150,CHAR_LINKS,migrated_appearance_seed,appearance-the-fantastic-four-first-steps-2025-entity-x-f1342534e0,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000151,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-doomsday-2026-12-18-entity-x-f1342534e0,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000152,CHAR_LINKS,migrated_appearance_seed,appearance-the-fantastic-four-first-steps-2025-entity-x-0f36d6d903,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000153,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-doomsday-2026-12-18-entity-x-0f36d6d903,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000154,CHAR_LINKS,migrated_appearance_seed,appearance-the-fantastic-four-first-steps-2025-entity-x-23cb2517c1,Exact legacy character/work pair preserved as unverified appearance seed.
charlink-000155,CHAR_LINKS,migrated_appearance_seed,appearance-avengers-doomsday-2026-12-18-entity-x-23cb2517c1,Exact legacy character/work pair preserved as unverified appearance seed.
entity-return-000001,entity_returns.csv,decomposed_entity_return_seed,appearance-avengers-doomsday-2026-12-18-entity-x-006fedbfc5|portrayal-avengers-doomsday-2026-12-18-person-hayley-atwell-entity-x-006fedbfc5,Representative-prior-work is not retained as canonical identity; target appearance/cast evidence is preserved.
entity-return-000002,entity_returns.csv,decomposed_entity_return_seed,appearance-avengers-doomsday-2026-12-18-entity-x-5d862e63a7|portrayal-avengers-doomsday-2026-12-18-person-james-marsden-entity-x-5d862e63a7,Representative-prior-work is not retained as canonical identity; target appearance/cast evidence is preserved.
entity-return-000003,entity_returns.csv,decomposed_entity_return_seed,appearance-avengers-doomsday-2026-12-18-entity-x-a07a9a5400|portrayal-avengers-doomsday-2026-12-18-person-kelsey-grammer-entity-x-a07a9a5400,Representative-prior-work is not retained as canonical identity; target appearance/cast evidence is preserved.
entity-return-000004,entity_returns.csv,decomposed_entity_return_seed,appearance-avengers-doomsday-2026-12-18-entity-x-a60eefc8ef|portrayal-avengers-doomsday-2026-12-18-person-rebecca-romijn-entity-x-a60eefc8ef,Representative-prior-work is not retained as canonical identity; target appearance/cast evidence is preserved.
entity-return-000005,entity_returns.csv,decomposed_entity_return_seed,appearance-avengers-doomsday-2026-12-18-entity-x-7250204b23,Representative-prior-work is not retained as canonical identity; target appearance/cast evidence is preserved.
entity-return-000006,entity_returns.csv,decomposed_entity_return_seed,appearance-avengers-doomsday-2026-12-18-entity-x-a2369a66bb|appearance-avengers-doomsday-2026-12-18-entity-x-4cedb595b2|appearance-avengers-doomsday-2026-12-18-entity-x-fbf9e4f4cf,Representative-prior-work is not retained as canonical identity; target appearance/cast evidence is preserved.
entity-return-000007,entity_returns.csv,decomposed_entity_return_seed,appearance-spider-man-brand-new-day-2026-07-31-entity-x-797ce92fcd|portrayal-spider-man-brand-new-day-2026-07-31-person-jon-bernthal-entity-x-797ce92fcd,Representative-prior-work is not retained as canonical identity; target appearance/cast evidence is preserved.
entity-return-000008,entity_returns.csv,decomposed_entity_return_seed,portrayal-spider-man-brand-new-day-2026-07-31-person-mark-ruffalo-unknown-role,Representative-prior-work is not retained as canonical identity; target appearance/cast evidence is preserved.
