path_id,world_group,label_ja,edge_order,source_id,source_title_ja,target_id,target_title_ja,edge_id,importance,relation_scope,directness,continuity_scope,render_line,note
mcu_thor,MCU,Thor,2,thor-the-dark-world-2013,マイティ・ソー／ダーク・ワールド,thor-ragnarok-2017,マイティ・ソー バトルロイヤル,thor-the-dark-world-2013 -> thor-ragnarok-2017,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_thor,MCU,Thor,3,thor-ragnarok-2017,マイティ・ソー バトルロイヤル,thor-love-and-thunder-2022,ソー：ラブ＆サンダー,thor-ragnarok-2017 -> thor-love-and-thunder-2022,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_antman,MCU,Ant-Man,1,ant-man-2015,アントマン,ant-man-and-the-wasp-2018,アントマン＆ワスプ,ant-man-2015 -> ant-man-and-the-wasp-2018,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_antman,MCU,Ant-Man,2,ant-man-and-the-wasp-2018,アントマン＆ワスプ,ant-man-and-the-wasp-quantumania-2023,アントマン＆ワスプ：クアントマニア,ant-man-and-the-wasp-2018 -> ant-man-and-the-wasp-quantumania-2023,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_black_panther,MCU,Black Panther,1,captain-america-civil-war-2016,シビル・ウォー／キャプテン・アメリカ,black-panther-2018,ブラックパンサー,captain-america-civil-war-2016 -> black-panther-2018,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_black_panther,MCU,Black Panther,2,black-panther-2018,ブラックパンサー,black-panther-wakanda-forever-2022,ブラックパンサー／ワカンダ・フォーエバー,black-panther-2018 -> black-panther-wakanda-forever-2022,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_guardians,MCU,Guardians,1,guardians-of-the-galaxy-2014,ガーディアンズ・オブ・ギャラクシー,guardians-of-the-galaxy-vol-2-2017,ガーディアンズ・オブ・ギャラクシー：リミックス,guardians-of-the-galaxy-2014 -> guardians-of-the-galaxy-vol-2-2017,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_guardians,MCU,Guardians,2,guardians-of-the-galaxy-vol-2-2017,ガーディアンズ・オブ・ギャラクシー：リミックス,the-guardians-of-the-galaxy-holiday-special-2022,ガーディアンズ・オブ・ギャラクシー ホリデー・スペシャル,guardians-of-the-galaxy-vol-2-2017 -> the-guardians-of-the-galaxy-holiday-special-2022,core,story,strong,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_guardians,MCU,Guardians,3,the-guardians-of-the-galaxy-holiday-special-2022,ガーディアンズ・オブ・ギャラクシー ホリデー・スペシャル,guardians-of-the-galaxy-vol-3-2023,ガーディアンズ・オブ・ギャラクシー：VOLUME 3,the-guardians-of-the-galaxy-holiday-special-2022 -> guardians-of-the-galaxy-vol-3-2023,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_groot,MCU,I Am Groot,1,guardians-of-the-galaxy-vol-2-2017,ガーディアンズ・オブ・ギャラクシー：リミックス,i-am-groot-s1-2022,アイ・アム・グルート S1,guardians-of-the-galaxy-vol-2-2017 -> i-am-groot-s1-2022,recommended,story,indirect,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_groot,MCU,I Am Groot,2,i-am-groot-s1-2022,アイ・アム・グルート S1,i-am-groot-s2-2023,アイ・アム・グルート S2,i-am-groot-s1-2022 -> i-am-groot-s2-2023,core,story,strong,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_marvels_carol,MCU,Captain Marvel → The Marvels,1,captain-marvel-2019,キャプテン・マーベル,the-marvels-2023,マーベルズ,captain-marvel-2019 -> the-marvels-2023,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_marvels_kamala,MCU,Ms. Marvel → The Marvels,1,ms-marvel-2022,ミズ・マーベル,the-marvels-2023,マーベルズ,ms-marvel-2022 -> the-marvels-2023,core,story,strong,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_fury_skrull,MCU,Fury / Skrull,1,captain-marvel-2019,キャプテン・マーベル,secret-invasion-2023,シークレット・インベージョン,captain-marvel-2019 -> secret-invasion-2023,recommended,world_lore,indirect,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_fury_skrull,MCU,Fury / Skrull,2,secret-invasion-2023,シークレット・インベージョン,the-marvels-2023,マーベルズ,secret-invasion-2023 -> the-marvels-2023,reference,world_lore,indirect,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_wanda_strange,MCU,Wanda → Multiverse of Madness,1,avengers-age-of-ultron-2015,アベンジャーズ／エイジ・オブ・ウルトロン,wandavision-2021,ワンダヴィジョン,avengers-age-of-ultron-2015 -> wandavision-2021,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_wanda_strange,MCU,Wanda → Multiverse of Madness,2,wandavision-2021,ワンダヴィジョン,doctor-strange-in-the-multiverse-of-madness-2022,ドクター・ストレンジ／マルチバース・オブ・マッドネス,wandavision-2021 -> doctor-strange-in-the-multiverse-of-madness-2022,recommended,story,indirect,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_vision_agatha,MCU,WandaVision → Agatha → VisionQuest,1,avengers-age-of-ultron-2015,アベンジャーズ／エイジ・オブ・ウルトロン,wandavision-2021,ワンダヴィジョン,avengers-age-of-ultron-2015 -> wandavision-2021,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_vision_agatha,MCU,WandaVision → Agatha → VisionQuest,2,wandavision-2021,ワンダヴィジョン,agatha-all-along-2024,アガサ・オール・アロング,wandavision-2021 -> agatha-all-along-2024,core,story,strong,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_vision_agatha,MCU,WandaVision → Agatha → VisionQuest,3,agatha-all-along-2024,アガサ・オール・アロング,visionquest-2026-10-14,VisionQuest （邦題未発表）,agatha-all-along-2024 -> visionquest-2026-10-14,core,story,strong,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_loki,MCU,Loki,1,loki-s1-2021,ロキ シーズン1,loki-s2-2023,ロキ シーズン2,loki-s1-2021 -> loki-s2-2023,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_whatif,MCU,What If...?,1,what-if-s1-2021,ホワット・イフ…？ シーズン1,what-if-s2-2023,ホワット・イフ…？ シーズン2,what-if-s1-2021 -> what-if-s2-2023,core,story,strong,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_whatif,MCU,What If...?,2,what-if-s2-2023,ホワット・イフ…？ シーズン2,what-if-s3-2024,ホワット・イフ…？ シーズン3,what-if-s2-2023 -> what-if-s3-2024,core,story,strong,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_daredevil,MCU,Daredevil,1,daredevil-s1-2015,デアデビル S1,daredevil-s2-2016,デアデビル S2,daredevil-s1-2015 -> daredevil-s2-2016,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_daredevil,MCU,Daredevil,2,daredevil-s2-2016,デアデビル S2,the-defenders-2017,マーベル／ザ・ディフェンダーズ,daredevil-s2-2016 -> the-defenders-2017,core,crossover,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_daredevil,MCU,Daredevil,3,the-defenders-2017,マーベル／ザ・ディフェンダーズ,daredevil-s3-2018,デアデビル S3,the-defenders-2017 -> daredevil-s3-2018,core,story,strong,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_daredevil,MCU,Daredevil,4,daredevil-s3-2018,デアデビル S3,daredevil-born-again-s1-2025,デアデビル：ボーン・アゲイン S1,daredevil-s3-2018 -> daredevil-born-again-s1-2025,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_daredevil,MCU,Daredevil,5,daredevil-born-again-s1-2025,デアデビル：ボーン・アゲイン S1,daredevil-born-again-s2-2026,デアデビル：ボーン・アゲイン S2,daredevil-born-again-s1-2025 -> daredevil-born-again-s2-2026,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_daredevil,MCU,Daredevil,6,daredevil-born-again-s2-2026,デアデビル：ボーン・アゲイン S2,daredevil-born-again-s3-tba,デアデビル：ボーン・アゲイン S3,daredevil-born-again-s2-2026 -> daredevil-born-again-s3-tba,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_jessica,MCU,Jessica Jones,1,jessica-jones-s1-2015,ジェシカ・ジョーンズ S1,the-defenders-2017,マーベル／ザ・ディフェンダーズ,jessica-jones-s1-2015 -> the-defenders-2017,core,crossover,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_jessica,MCU,Jessica Jones,2,the-defenders-2017,マーベル／ザ・ディフェンダーズ,jessica-jones-s2-2018,ジェシカ・ジョーンズ S2,the-defenders-2017 -> jessica-jones-s2-2018,core,story,strong,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_jessica,MCU,Jessica Jones,3,jessica-jones-s2-2018,ジェシカ・ジョーンズ S2,jessica-jones-s3-2019,ジェシカ・ジョーンズ S3,jessica-jones-s2-2018 -> jessica-jones-s3-2019,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_luke,MCU,Luke Cage,1,luke-cage-s1-2016,ルーク・ケイジ S1,the-defenders-2017,マーベル／ザ・ディフェンダーズ,luke-cage-s1-2016 -> the-defenders-2017,core,crossover,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_luke,MCU,Luke Cage,2,the-defenders-2017,マーベル／ザ・ディフェンダーズ,luke-cage-s2-2018,ルーク・ケイジ S2,the-defenders-2017 -> luke-cage-s2-2018,core,story,strong,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_iron_fist,MCU,Iron Fist,1,iron-fist-s1-2017,アイアン・フィスト S1,the-defenders-2017,マーベル／ザ・ディフェンダーズ,iron-fist-s1-2017 -> the-defenders-2017,core,crossover,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_iron_fist,MCU,Iron Fist,2,the-defenders-2017,マーベル／ザ・ディフェンダーズ,iron-fist-s2-2018,アイアン・フィスト S2,the-defenders-2017 -> iron-fist-s2-2018,core,story,strong,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_punisher,MCU,Punisher,1,daredevil-s2-2016,デアデビル S2,the-punisher-s1-2017,パニッシャー S1,daredevil-s2-2016 -> the-punisher-s1-2017,core,story,strong,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_punisher,MCU,Punisher,2,the-punisher-s1-2017,パニッシャー S1,the-punisher-s2-2019,パニッシャー S2,the-punisher-s1-2017 -> the-punisher-s2-2019,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_punisher,MCU,Punisher,3,the-punisher-s2-2019,パニッシャー S2,daredevil-born-again-s1-2025,デアデビル：ボーン・アゲイン S1,the-punisher-s2-2019 -> daredevil-born-again-s1-2025,recommended,character,proxy,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_punisher,MCU,Punisher,4,daredevil-born-again-s1-2025,デアデビル：ボーン・アゲイン S1,daredevil-born-again-s2-2026,デアデビル：ボーン・アゲイン S2,daredevil-born-again-s1-2025 -> daredevil-born-again-s2-2026,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_punisher,MCU,Punisher,5,daredevil-born-again-s2-2026,デアデビル：ボーン・アゲイン S2,the-punisher-one-last-kill-2026-05-12,パニッシャー：ワン・ラスト・キル,daredevil-born-again-s2-2026 -> the-punisher-one-last-kill-2026-05-12,reference,crossover,indirect,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_hawkeye_echo,MCU,Hawkeye / Echo,1,avengers-endgame-2019,アベンジャーズ／エンドゲーム,hawkeye-2021,ホークアイ,avengers-endgame-2019 -> hawkeye-2021,recommended,story,indirect,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_hawkeye_echo,MCU,Hawkeye / Echo,2,hawkeye-2021,ホークアイ,echo-2024,エコー,hawkeye-2021 -> echo-2024,core,story,strong,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
mcu_hawkeye_echo,MCU,Hawkeye / Echo,3,echo-2024,エコー,daredevil-born-again-s1-2025,デアデビル：ボーン・アゲイン S1,echo-2024 -> daredevil-born-again-s1-2025,recommended,story,indirect,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
ssu_venom,SSU,Venom,1,venom-2018,ヴェノム,venom-let-there-be-carnage-2021,ヴェノム：レット・ゼア・ビー・カーネイジ,venom-2018 -> venom-let-there-be-carnage-2021,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
ssu_venom,SSU,Venom,2,venom-let-there-be-carnage-2021,ヴェノム：レット・ゼア・ビー・カーネイジ,venom-the-last-dance-2024,ヴェノム：ザ・ラストダンス,venom-let-there-be-carnage-2021 -> venom-the-last-dance-2024,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
fox_original,FOX X-MEN,X-Men original/revised bridge,1,x-men-2000,X-MEN,x2-x-men-united-2003,X-MEN2,x-men-2000 -> x2-x-men-united-2003,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
fox_original,FOX X-MEN,X-Men original/revised bridge,2,x2-x-men-united-2003,X-MEN2,x-men-the-last-stand-2006,X-MEN：ファイナル ディシジョン,x2-x-men-united-2003 -> x-men-the-last-stand-2006,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
fox_original,FOX X-MEN,X-Men original/revised bridge,3,x-men-the-last-stand-2006,X-MEN：ファイナル ディシジョン,the-wolverine-2013,ウルヴァリン：SAMURAI,x-men-the-last-stand-2006 -> the-wolverine-2013,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
fox_original,FOX X-MEN,X-Men original/revised bridge,4,the-wolverine-2013,ウルヴァリン：SAMURAI,x-men-days-of-future-past-2014,X-MEN：フューチャー＆パスト,the-wolverine-2013 -> x-men-days-of-future-past-2014,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
fox_original,FOX X-MEN,X-Men original/revised bridge,5,x-men-days-of-future-past-2014,X-MEN：フューチャー＆パスト,x-men-apocalypse-2016,X-MEN：アポカリプス,x-men-days-of-future-past-2014 -> x-men-apocalypse-2016,core,story,strong,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
fox_original,FOX X-MEN,X-Men original/revised bridge,6,x-men-apocalypse-2016,X-MEN：アポカリプス,dark-phoenix-2019,X-MEN：ダーク・フェニックス,x-men-apocalypse-2016 -> dark-phoenix-2019,core,story,strong,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
fox_first_class,FOX X-MEN,First Class → DOFP,1,x-men-first-class-2011,X-MEN：ファースト・ジェネレーション,x-men-days-of-future-past-2014,X-MEN：フューチャー＆パスト,x-men-first-class-2011 -> x-men-days-of-future-past-2014,core,crossover,strong,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
fox_wolverine,FOX X-MEN,Wolverine,1,x-men-origins-wolverine-2009,ウルヴァリン：X-MEN ZERO,the-wolverine-2013,ウルヴァリン：SAMURAI,x-men-origins-wolverine-2009 -> the-wolverine-2013,core,story,strong,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
fox_wolverine,FOX X-MEN,Wolverine,2,the-wolverine-2013,ウルヴァリン：SAMURAI,logan-2017,LOGAN／ローガン,the-wolverine-2013 -> logan-2017,core,story,strong,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
fox_deadpool,FOX X-MEN,Deadpool,1,deadpool-2016,デッドプール,deadpool-2-2018,デッドプール2,deadpool-2016 -> deadpool-2-2018,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
fox_deadpool,FOX X-MEN,Deadpool,2,deadpool-2-2018,デッドプール2,deadpool-wolverine-2024,デッドプール＆ウルヴァリン,deadpool-2-2018 -> deadpool-wolverine-2024,core,story,strong,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
spiderverse_anim,Spider-Verse Animation,Spider-Verse animation,1,spider-man-into-the-spider-verse-2018,スパイダーマン：スパイダーバース,spider-man-across-the-spider-verse-2023,スパイダーマン：アクロス・ザ・スパイダーバース,spider-man-into-the-spider-verse-2018 -> spider-man-across-the-spider-verse-2023,core,story,direct,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
spiderverse_anim,Spider-Verse Animation,Spider-Verse animation,2,spider-man-across-the-spider-verse-2023,スパイダーマン：アクロス・ザ・スパイダーバース,spider-man-beyond-the-spider-verse-tba,スパイダーマン：ビヨンド・ザ・スパイダーバース,spider-man-across-the-spider-verse-2023 -> spider-man-beyond-the-spider-verse-tba,core,story,strong,same_or_intended,true,story_pathsに列挙した時点で連続線を描画する。各edgeはconnections.csvに実在。
