evidence_id,fact_table,fact_id,source_id,evidence_role,quoted_or_paraphrased_note,verified_at
evidence-homecoming-vulture-portrayal-2017,portrayals.csv,portrayal-spider-man-homecoming-2017-person-michael-keaton-entity-adrian-toomes-vulture,homecoming-film-vulture-2017,primary,Released-film credits establish Michael Keaton as Adrian Toomes/Vulture.,2026-08-27
evidence-morbius-vulture-appearance-2022,appearances.csv,appearance-morbius-2022-entity-adrian-toomes-vulture,morbius-vulture-director-2022,primary,Director Daniel Espinosa confirms Vulture is transferred from the MCU into Morbius/Venom's universe by the No Way Home events.,2026-08-27
evidence-morbius-vulture-portrayal-2022,portrayals.csv,portrayal-morbius-2022-person-michael-keaton-entity-adrian-toomes-vulture,morbius-vulture-director-2022,primary,Espinosa identifies Michael Keaton's Vulture in Morbius as the same MCU Adrian Toomes rather than a variant.,2026-08-27
evidence-nwh-morbius-vulture-transfer-2022,work_relations.csv,work-relation-spider-man-no-way-home-2021-morbius-2022-crossover,morbius-vulture-director-2022,primary,Espinosa directly states that the events of No Way Home transferred Vulture between the MCU and the Venom universe.,2026-08-27
evidence-inhumans-mom-black-bolt-variant-2022,work_relations.csv,work-relation-inhumans-2017-doctor-strange-in-the-multiverse-of-madness-2022-variant-callback,mom-earth838-black-bolt-2022,primary,Multiverse of Madness presents Anson Mount's Black Bolt as an Earth-838 Illuminati member; the Earth-838 framing makes this a variant callback rather than identity continuity.,2026-08-27
evidence-inhumans-black-bolt-role-2017,work_relations.csv,work-relation-inhumans-2017-doctor-strange-in-the-multiverse-of-madness-2022-variant-callback,marvel-inhumans-black-bolt-2017,supporting,"Marvel's Inhumans official page establishes Anson Mount as Black Bolt in the 2017 series, supporting the performer/character callback comparison.",2026-08-27
evidence-dw-blade-legacy-2024,work_relations.csv,work-relation-blade-trinity-2004-deadpool-wolverine-2024-crossover,dwp-legacy-cameos-2024,supporting,D&W screenwriters explicitly discuss Wesley Snipes as Blade among the legacy heroes; exact old-film timeline identity is not established by the interview.,2026-08-27
evidence-dw-elektra-legacy-2024,work_relations.csv,work-relation-elektra-2005-deadpool-wolverine-2024-crossover,dwp-legacy-cameos-2024,supporting,D&W screenwriters explicitly discuss Jennifer Garner's Elektra among the legacy heroes; exact old-film timeline identity is not established by the interview.,2026-08-27
evidence-dw-human-torch-legacy-2024,work_relations.csv,work-relation-fantastic-four-rise-of-the-silver-surfer-2007-deadpool-wolverine-2024-crossover,dwp-legacy-cameos-2024,supporting,D&W screenwriters explicitly identify Chris Evans as Johnny Storm; exact old-Fantastic-Four timeline identity is not independently established.,2026-08-27
evidence-earth-616-deadpool-screenplay-2024,continuities.csv,continuity-earth-616,deadpool-wolverine-screenplay-2024,primary,Marvel Studios official screenplay explicitly places an EARTH-616 chyron over Wade's 2018 Avengers-office visit,2026-08-28
evidence-thunderbolts-f4-event-film-2025,events.csv,event-thunderbolts-f4-excelsior-arrival,thunderbolts-postcredits-film-2025,primary,Released-film post-credit depicts an extradimensional Fantastic Four-marked spacecraft entering the atmosphere,2026-08-28
evidence-thunderbolts-f4-event-lat-2025,events.csv,event-thunderbolts-f4-excelsior-arrival,lat-first-steps-postcredits-2025,supporting,Los Angeles Times identifies the spacecraft as the Fantastic Four's Excelsior and states it appears on Earth-616,2026-08-28
evidence-thunderbolts-f4-occurrence-film-2025,event_occurrences.csv,event-occurrence-thunderbolts-f4-excelsior-arrival,thunderbolts-postcredits-film-2025,primary,The arrival is depicted in the Thunderbolts* post-credit scene rather than in the First Steps main story,2026-08-28
evidence-thunderbolts-f4-transition-film-2025,multiverse_transitions.csv,event-thunderbolts-f4-excelsior-arrival,thunderbolts-postcredits-film-2025,primary,The released-film scene depicts a physical extradimensional spacecraft arrival,2026-08-28
evidence-thunderbolts-f4-transition-earth828-marvel-2025,multiverse_transitions.csv,event-thunderbolts-f4-excelsior-arrival,ff-doomsday,supporting,Marvel identifies the First Steps Fantastic Four's setting as the separate universe Earth-828,2026-08-28
evidence-thunderbolts-f4-transition-earth616-screenplay-2024,multiverse_transitions.csv,event-thunderbolts-f4-excelsior-arrival,deadpool-wolverine-screenplay-2024,supporting,Marvel Studios official screenplay independently establishes Earth-616 as the MCU-side in-universe designation,2026-08-28
evidence-thunderbolts-f4-transition-earth616-lat-2025,multiverse_transitions.csv,event-thunderbolts-f4-excelsior-arrival,lat-first-steps-postcredits-2025,supporting,Los Angeles Times states that the Thunderbolts* post-credit shows the Excelsior appearing on Earth-616,2026-08-28
evidence-thunderbolts-f4-participant-film-2025,transition_participants.csv,transition-participant-thunderbolts-f4-excelsior,thunderbolts-postcredits-film-2025,primary,The confirmed visible transition participant is the Fantastic Four-marked spacecraft itself; the scene does not confirm the four team members aboard,2026-08-28
evidence-thunderbolts-f4-participant-excelsior-lat-2025,transition_participants.csv,transition-participant-thunderbolts-f4-excelsior,lat-first-steps-postcredits-2025,supporting,Los Angeles Times identifies the Fantastic Four spacecraft shown in the Thunderbolts* post-credit as the Excelsior,2026-08-28
evidence-nwh-raimi-event-marvel-2023,events.csv,event-nwh-raimi-peter-arrival,marvel-nwh-multiverse-2023,primary,Marvel identifies Tobey Maguire as one of the returning Spider-Men brought together with the other Peter Parkers from across the Multiverse,2026-08-28
evidence-nwh-raimi-event-sony-spell-2021,events.csv,event-nwh-raimi-peter-arrival,sony-nwh-spell-2021,supporting,Sony states that Doctor Strange's spell tears a hole in their world and releases visitors from other universes,2026-08-28
evidence-nwh-webb-event-marvel-2023,events.csv,event-nwh-webb-peter-arrival,marvel-nwh-multiverse-2023,primary,Marvel identifies Andrew Garfield as one of the returning Spider-Men brought together with the other Peter Parkers from across the Multiverse,2026-08-28
evidence-nwh-webb-event-sony-spell-2021,events.csv,event-nwh-webb-peter-arrival,sony-nwh-spell-2021,supporting,Sony states that Doctor Strange's spell tears a hole in their world and releases visitors from other universes,2026-08-28
evidence-nwh-raimi-occurrence-marvel-2023,event_occurrences.csv,event-occurrence-nwh-raimi-peter-arrival,marvel-nwh-multiverse-2023,primary,Marvel's No Way Home movie special confirms Tobey Maguire's returning Spider-Man appears in No Way Home with the other Peter Parkers,2026-08-28
evidence-nwh-webb-occurrence-marvel-2023,event_occurrences.csv,event-occurrence-nwh-webb-peter-arrival,marvel-nwh-multiverse-2023,primary,Marvel's No Way Home movie special confirms Andrew Garfield's returning Spider-Man appears in No Way Home with the other Peter Parkers,2026-08-28
evidence-nwh-raimi-transition-sony-spell-2021,multiverse_transitions.csv,event-nwh-raimi-peter-arrival,sony-nwh-spell-2021,primary,Sony's official synopsis attributes the multiverse breach to Doctor Strange's spell and describes visitors released from other universes,2026-08-28
evidence-nwh-raimi-transition-marvel-2023,multiverse_transitions.csv,event-nwh-raimi-peter-arrival,marvel-nwh-multiverse-2023,supporting,Marvel identifies Tobey Maguire's returning Spider-Man among the Peter Parkers brought together across the Multiverse,2026-08-28
evidence-nwh-webb-transition-sony-spell-2021,multiverse_transitions.csv,event-nwh-webb-peter-arrival,sony-nwh-spell-2021,primary,Sony's official synopsis attributes the multiverse breach to Doctor Strange's spell and describes visitors released from other universes,2026-08-28
evidence-nwh-webb-transition-marvel-2023,multiverse_transitions.csv,event-nwh-webb-peter-arrival,marvel-nwh-multiverse-2023,supporting,Marvel identifies Andrew Garfield's returning Spider-Man among the Peter Parkers brought together across the Multiverse,2026-08-28
evidence-nwh-raimi-participant-marvel-2023,transition_participants.csv,transition-participant-nwh-raimi-peter,marvel-nwh-multiverse-2023,primary,Marvel distinguishes Tobey Maguire's returning Spider-Man from Tom Holland's MCU Peter while bringing the Peter Parkers together,2026-08-28
evidence-nwh-webb-participant-marvel-2023,transition_participants.csv,transition-participant-nwh-webb-peter,marvel-nwh-multiverse-2023,primary,Marvel distinguishes Andrew Garfield's returning Spider-Man from Tom Holland's MCU Peter while bringing the Peter Parkers together,2026-08-28
evidence-venom-eddie-ltbc-appearance-sony-2021,appearances.csv,appearance-venom-let-there-be-carnage-2021-entity-eddie-brock-sony,sony-ltbc-eddie-2021,primary,Sony's official synopsis identifies journalist Eddie Brock and distinguishes Eddie from Venom while describing them working together,2026-08-28
evidence-venom-eddie-nwh-appearance-film-2021,appearances.csv,appearance-spider-man-no-way-home-2021-entity-eddie-brock-sony,nwh-venom-midcredit-film-2021,primary,The released No Way Home mid-credit scene depicts Tom Hardy's Eddie Brock in the MCU context before the return transition,2026-08-28
evidence-venom-arrival-event-film-2021,events.csv,event-ltbc-eddie-brock-earth616-arrival,venom-ltbc-film-2021,primary,The released Let There Be Carnage credit scene depicts Eddie Brock/Venom shifted from their home setting into the MCU context,2026-08-28
evidence-venom-return-event-film-2021,events.csv,event-nwh-eddie-brock-ssu-return,nwh-venom-midcredit-film-2021,primary,The released No Way Home mid-credit scene depicts Eddie Brock/Venom returned from the MCU context to their own universe,2026-08-28
evidence-venom-arrival-occurrence-film-2021,event_occurrences.csv,event-occurrence-ltbc-eddie-brock-earth616-arrival,venom-ltbc-film-2021,primary,The cross-universe arrival is depicted in Let There Be Carnage's credits scene,2026-08-28
evidence-venom-return-occurrence-film-2021,event_occurrences.csv,event-occurrence-nwh-eddie-brock-ssu-return,nwh-venom-midcredit-film-2021,primary,The return is depicted in No Way Home's mid-credit scene,2026-08-28
evidence-venom-arrival-transition-film-2021,multiverse_transitions.csv,event-ltbc-eddie-brock-earth616-arrival,venom-ltbc-film-2021,primary,The film depicts a cross-universe relocation into the MCU context; mechanism is deliberately left unknown,2026-08-28
evidence-venom-return-transition-film-2021,multiverse_transitions.csv,event-nwh-eddie-brock-ssu-return,nwh-venom-midcredit-film-2021,primary,The film depicts Eddie Brock/Venom being returned to their own universe; mechanism is deliberately left unknown,2026-08-28
evidence-venom-arrival-participant-film-2021,transition_participants.csv,transition-participant-ltbc-eddie-brock,venom-ltbc-film-2021,primary,Eddie Brock is visibly present through the transition; the symbiote is not separately asserted as a modeled participant,2026-08-28
evidence-venom-return-participant-film-2021,transition_participants.csv,transition-participant-nwh-eddie-brock-return,nwh-venom-midcredit-film-2021,primary,Eddie Brock is visibly present when the return transition occurs; this fact does not collapse Eddie with the Venom symbiote,2026-08-28
evidence-vulture-transfer-event-director-2022,events.csv,event-morbius-adrian-toomes-ssu-arrival,morbius-vulture-director-2022,primary,Director Daniel Espinosa states that the same MCU Adrian Toomes was transferred into the Venom/Morbius universe by the events of No Way Home,2026-08-28
evidence-vulture-transfer-occurrence-director-2022,event_occurrences.csv,event-occurrence-morbius-adrian-toomes-ssu-arrival,morbius-vulture-director-2022,primary,Espinosa's Morbius interview identifies Keaton's same Adrian Toomes in the Morbius/Venom universe; the transfer is represented at the Morbius post-credit depiction rather than as a No Way Home appearance,2026-08-28
evidence-vulture-transfer-transition-director-2022,multiverse_transitions.csv,event-morbius-adrian-toomes-ssu-arrival,morbius-vulture-director-2022,primary,Espinosa explicitly says No Way Home transferred Vulture between the MCU and the Venom universe and confirms Morbius shares Venom's universe,2026-08-28
evidence-vulture-transfer-transition-earth616-screenplay-2024,multiverse_transitions.csv,event-morbius-adrian-toomes-ssu-arrival,deadpool-wolverine-screenplay-2024,supporting,Marvel Studios' official screenplay independently establishes Earth-616 as the MCU-side in-universe designation used for the transition source context,2026-08-28
evidence-vulture-transfer-participant-director-2022,transition_participants.csv,transition-participant-morbius-adrian-toomes,morbius-vulture-director-2022,primary,Espinosa confirms Michael Keaton's Vulture is the same Adrian Toomes from Spider-Man: Homecoming rather than a variant,2026-08-28
