production_status_assertion_id,work_id,status,asserted_at,certainty,verification_status,notes
production-status-blade-1998-1998-snapshot-2026-08-28,blade-1998-1998,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-blade-ii-2002-snapshot-2026-08-28,blade-ii-2002,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-blade-mcu-tba-tba-snapshot-2026-08-28,blade-mcu-tba-tba,announced,2026-08-28,unknown,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-blade-trinity-2004-snapshot-2026-08-28,blade-trinity-2004,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-captain-america-brave-new-world-2025-snapshot-2026-08-28,captain-america-brave-new-world-2025,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-captain-america-civil-war-2016-snapshot-2026-08-28,captain-america-civil-war-2016,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-captain-america-the-first-avenger-2011-snapshot-2026-08-28,captain-america-the-first-avenger-2011,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-captain-america-the-winter-soldier-2014-snapshot-2026-08-28,captain-america-the-winter-soldier-2014,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-captain-marvel-2019-snapshot-2026-08-28,captain-marvel-2019,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-cloak-dagger-20182019-snapshot-2026-08-28,cloak-dagger-20182019,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-daredevil-2003-snapshot-2026-08-28,daredevil-2003,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-daredevil-born-again-s1-2025-snapshot-2026-08-28,daredevil-born-again-s1-2025,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-daredevil-born-again-s2-2026-snapshot-2026-08-28,daredevil-born-again-s2-2026,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-daredevil-born-again-s3-tba-snapshot-2026-08-28,daredevil-born-again-s3-tba,announced,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-daredevil-s1-2015-snapshot-2026-08-28,daredevil-s1-2015,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-daredevil-s2-2016-snapshot-2026-08-28,daredevil-s2-2016,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-daredevil-s3-2018-snapshot-2026-08-28,daredevil-s3-2018,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-dark-phoenix-2019-snapshot-2026-08-28,dark-phoenix-2019,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-deadpool-2-2018-snapshot-2026-08-28,deadpool-2-2018,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-deadpool-2016-snapshot-2026-08-28,deadpool-2016,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-deadpool-wolverine-2024-snapshot-2026-08-28,deadpool-wolverine-2024,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-doctor-strange-2016-snapshot-2026-08-28,doctor-strange-2016,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-doctor-strange-in-the-multiverse-of-madness-2022-snapshot-2026-08-28,doctor-strange-in-the-multiverse-of-madness-2022,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-echo-2024-snapshot-2026-08-28,echo-2024,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-elektra-2005-snapshot-2026-08-28,elektra-2005,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-eternals-2021-snapshot-2026-08-28,eternals-2021,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-eyes-of-wakanda-2025-snapshot-2026-08-28,eyes-of-wakanda-2025,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-fantastic-four-2005-snapshot-2026-08-28,fantastic-four-2005,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-fantastic-four-rise-of-the-silver-surfer-2007-snapshot-2026-08-28,fantastic-four-rise-of-the-silver-surfer-2007,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-guardians-of-the-galaxy-2014-snapshot-2026-08-28,guardians-of-the-galaxy-2014,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-guardians-of-the-galaxy-vol-2-2017-snapshot-2026-08-28,guardians-of-the-galaxy-vol-2-2017,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-guardians-of-the-galaxy-vol-3-2023-snapshot-2026-08-28,guardians-of-the-galaxy-vol-3-2023,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-hawkeye-2021-snapshot-2026-08-28,hawkeye-2021,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-i-am-groot-s1-2022-snapshot-2026-08-28,i-am-groot-s1-2022,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-i-am-groot-s2-2023-snapshot-2026-08-28,i-am-groot-s2-2023,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-inhumans-2017-snapshot-2026-08-28,inhumans-2017,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-iron-fist-s1-2017-snapshot-2026-08-28,iron-fist-s1-2017,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-iron-fist-s2-2018-snapshot-2026-08-28,iron-fist-s2-2018,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-iron-man-2-2010-snapshot-2026-08-28,iron-man-2-2010,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-iron-man-2008-snapshot-2026-08-28,iron-man-2008,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-iron-man-3-2013-snapshot-2026-08-28,iron-man-3-2013,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-ironheart-2025-snapshot-2026-08-28,ironheart-2025,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-item-47-2012-snapshot-2026-08-28,item-47-2012,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-jessica-jones-s1-2015-snapshot-2026-08-28,jessica-jones-s1-2015,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-jessica-jones-s2-2018-snapshot-2026-08-28,jessica-jones-s2-2018,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-jessica-jones-s3-2019-snapshot-2026-08-28,jessica-jones-s3-2019,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-kraven-the-hunter-2024-snapshot-2026-08-28,kraven-the-hunter-2024,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-logan-2017-snapshot-2026-08-28,logan-2017,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-loki-s1-2021-snapshot-2026-08-28,loki-s1-2021,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-loki-s2-2023-snapshot-2026-08-28,loki-s2-2023,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-luke-cage-s1-2016-snapshot-2026-08-28,luke-cage-s1-2016,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-luke-cage-s2-2018-snapshot-2026-08-28,luke-cage-s2-2018,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-madame-web-2024-snapshot-2026-08-28,madame-web-2024,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-marvel-s-agent-carter-series-20152016-snapshot-2026-08-28,marvel-s-agent-carter-series-20152016,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-marvel-zombies-s1-2025-snapshot-2026-08-28,marvel-zombies-s1-2025,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-moon-knight-2022-snapshot-2026-08-28,moon-knight-2022,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-morbius-2022-snapshot-2026-08-28,morbius-2022,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-ms-marvel-2022-snapshot-2026-08-28,ms-marvel-2022,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-runaways-20172019-snapshot-2026-08-28,runaways-20172019,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-secret-invasion-2023-snapshot-2026-08-28,secret-invasion-2023,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-shang-chi-and-the-legend-of-the-ten-rings-2021-snapshot-2026-08-28,shang-chi-and-the-legend-of-the-ten-rings-2021,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-she-hulk-attorney-at-law-2022-snapshot-2026-08-28,she-hulk-attorney-at-law-2022,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-spider-man-2-2004-snapshot-2026-08-28,spider-man-2-2004,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-spider-man-2002-snapshot-2026-08-28,spider-man-2002,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-spider-man-3-2007-snapshot-2026-08-28,spider-man-3-2007,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-spider-man-across-the-spider-verse-2023-snapshot-2026-08-28,spider-man-across-the-spider-verse-2023,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-spider-man-beyond-the-spider-verse-tba-snapshot-2026-08-28,spider-man-beyond-the-spider-verse-tba,announced,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-spider-man-brand-new-day-2026-07-31-snapshot-2026-08-28,spider-man-brand-new-day-2026-07-31,released,2026-08-28,confirmed,source_verified,Current Sony Pictures Japan movie listing confirms the work is currently in theatrical release; asserted_at remains the audit snapshot date and does not infer a historical Japanese release date.
production-status-spider-man-far-from-home-2019-snapshot-2026-08-28,spider-man-far-from-home-2019,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-spider-man-homecoming-2017-snapshot-2026-08-28,spider-man-homecoming-2017,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-spider-man-into-the-spider-verse-2018-snapshot-2026-08-28,spider-man-into-the-spider-verse-2018,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-spider-man-no-way-home-2021-snapshot-2026-08-28,spider-man-no-way-home-2021,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-the-amazing-spider-man-2-2014-snapshot-2026-08-28,the-amazing-spider-man-2-2014,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-the-amazing-spider-man-2012-snapshot-2026-08-28,the-amazing-spider-man-2012,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-the-avengers-2012-snapshot-2026-08-28,the-avengers-2012,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-the-consultant-2011-snapshot-2026-08-28,the-consultant-2011,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-the-defenders-2017-snapshot-2026-08-28,the-defenders-2017,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-the-falcon-and-the-winter-soldier-2021-snapshot-2026-08-28,the-falcon-and-the-winter-soldier-2021,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-the-fantastic-four-first-steps-2025-snapshot-2026-08-28,the-fantastic-four-first-steps-2025,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-the-guardians-of-the-galaxy-holiday-special-2022-snapshot-2026-08-28,the-guardians-of-the-galaxy-holiday-special-2022,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-the-incredible-hulk-2008-snapshot-2026-08-28,the-incredible-hulk-2008,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-the-marvels-2023-snapshot-2026-08-28,the-marvels-2023,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-the-new-mutants-2020-snapshot-2026-08-28,the-new-mutants-2020,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-the-punisher-one-last-kill-2026-05-12-snapshot-2026-08-28,the-punisher-one-last-kill-2026-05-12,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-the-punisher-s1-2017-snapshot-2026-08-28,the-punisher-s1-2017,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-the-punisher-s2-2019-snapshot-2026-08-28,the-punisher-s2-2019,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-the-wolverine-2013-snapshot-2026-08-28,the-wolverine-2013,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-thor-2011-snapshot-2026-08-28,thor-2011,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-thor-love-and-thunder-2022-snapshot-2026-08-28,thor-love-and-thunder-2022,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-thor-ragnarok-2017-snapshot-2026-08-28,thor-ragnarok-2017,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-thor-the-dark-world-2013-snapshot-2026-08-28,thor-the-dark-world-2013,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-thunderbolts-new-avengers-2025-snapshot-2026-08-28,thunderbolts-new-avengers-2025,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-venom-2018-snapshot-2026-08-28,venom-2018,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-venom-let-there-be-carnage-2021-snapshot-2026-08-28,venom-let-there-be-carnage-2021,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-venom-the-last-dance-2024-snapshot-2026-08-28,venom-the-last-dance-2024,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-visionquest-2026-10-14-snapshot-2026-08-28,visionquest-2026-10-14,announced,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-wandavision-2021-snapshot-2026-08-28,wandavision-2021,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-werewolf-by-night-2022-snapshot-2026-08-28,werewolf-by-night-2022,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-what-if-s1-2021-snapshot-2026-08-28,what-if-s1-2021,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-what-if-s2-2023-snapshot-2026-08-28,what-if-s2-2023,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-what-if-s3-2024-snapshot-2026-08-28,what-if-s3-2024,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-wonder-man-s1-2026-snapshot-2026-08-28,wonder-man-s1-2026,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-wonder-man-s2-tba-snapshot-2026-08-28,wonder-man-s2-tba,announced,2026-08-28,unknown,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-x-men-2000-snapshot-2026-08-28,x-men-2000,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-x-men-97-s1-2024-snapshot-2026-08-28,x-men-97-s1-2024,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-x-men-97-s2-2026-07-01-snapshot-2026-08-28,x-men-97-s2-2026-07-01,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-x-men-apocalypse-2016-snapshot-2026-08-28,x-men-apocalypse-2016,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-x-men-days-of-future-past-2014-snapshot-2026-08-28,x-men-days-of-future-past-2014,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-x-men-first-class-2011-snapshot-2026-08-28,x-men-first-class-2011,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-x-men-origins-wolverine-2009-snapshot-2026-08-28,x-men-origins-wolverine-2009,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
production-status-x-men-the-animated-series-19921997-snapshot-2026-08-28,x-men-the-animated-series-19921997,released,2026-08-28,confirmed,legacy_seed,"Current status snapshot migrated from works.csv as a legacy seed; asserted_at is the migration review date, not an invented historical milestone."
